8.827961985110137633e-01,-4.025908871180610138e-01,-1.663579596411027817e+00
3.463906263458060852e-01,-2.319472202772410729e-01,4.020087598107645599e-01
1.372401769174946273e-01,9.846242355447087924e-01,-1.697254607924264247e-01
8.515578393872517138e-01,-5.436609603304937144e-01,1.783086931470447001e-01
-5.742712430319495409e-01,-6.863929351298660997e-01,-7.585027540196618290e-01
-2.659613099952883974e+00,1.550887437113372160e-02,-3.797713085452033566e-01
1.337974779475837595e-01,-7.884358837792484476e-01,-1.065603622434517783e+00
7.329149419939291477e-01,1.233123780787613033e-01,-2.275830523461158883e+00
-8.231161341879281723e-01,2.427493325460538531e-01,2.377356952336660889e+00
1.395558374833378856e+00,-1.743602995489683005e+00,-5.218654677962515365e-01
4.189997655100073937e-01,-2.218219558879820141e+00,-5.080175311019371476e-01
2.850909040375587900e+00,-2.734226792026073771e-01,-4.283919435313286728e-02
-3.597544552761253178e-01,1.085617467931810021e+00,-4.983747246731874692e-02
1.414437635091001066e+00,-1.352145871167673985e-01,1.421475423745901384e-02
-1.321619311957365595e+00,-2.069689499695460955e-01,7.195407853213879878e-01
8.784318290331779577e-01,2.536765576281267975e-01,-1.182284186104086254e+00
-8.319427430968215909e-01,2.632263473545593535e-01,-3.158356896216615306e-01
-1.106251552061773696e-01,6.614779758484515826e-01,-4.242264136813967967e-01
-1.461264350951327007e+00,-1.139855584179117587e+00,1.009905441831864259e+00
-1.432173954316645403e+00,7.841391139873618021e-01,1.232081912607396967e+00
-5.011423210662420136e-01,-9.353112513646285597e-01,-2.175409433552038807e-01
-3.824305783716954177e-01,-1.153142597672780933e+00,-1.073109977615723798e+00
5.823039062763737395e-01,1.022731696198609930e+00,1.829529467114163088e+00
1.303273884014760631e-01,-1.613543272984414800e+00,1.050229430054087754e+00
-1.320072237636359391e+00,5.681307243807935947e-01,-3.858035783184811107e-01
9.143473270249036222e-01,-1.475780107435184230e-01,1.658929678154590359e-01
9.016011091866513727e-01,4.747667090312377436e-01,1.486043057924998356e-01
-5.796243130311379277e-01,1.288452936994242792e+00,1.301981368154641716e+00
-4.987254726814783767e-01,2.266256107093937988e+00,-6.641451880341224800e-01
4.027882363231470864e-01,1.989284342907125192e+00,8.456882974249848584e-01
1.373215653431479888e+00,5.395034942150854773e-01,-7.025102745366053059e-01
1.300315477963942978e+00,1.777997926161778430e+00,9.622861828175707233e-01
-1.447465006738734683e+00,-9.420747893554259900e-01,3.138932668858618324e-01
3.320932628130678910e-01,-2.944698150390742120e-01,1.213558130602456320e+00
2.485051078369117372e-01,-1.044825173184870781e+00,-6.387209422680597548e-01
-1.417235612701700065e+00,7.892056599574902576e-01,-2.139785444190087649e+00
-1.737431653141670029e+00,-8.245154436914119145e-02,-4.132202146453329838e-01
1.114520988196869622e+00,-4.044641960679755677e-01,1.141050956544301664e+00
5.195257063991759461e-01,-9.882706593570603770e-01,1.328134940530191876e+00
3.668117539386128723e-01,-1.578836764086890998e+00,-4.818851747466824653e-01
4.680055250980020842e-01,5.523620174007850409e-02,-1.257883349863652578e+00
-4.441404443216013798e-01,1.979421578224248995e-02,-8.487267753891249988e-01
-1.266548510808589878e+00,7.972829524682900626e-01,1.145232170013530615e+00
1.349219424101584019e+00,-4.752198904623279874e-01,-1.596959879412550132e+00
-6.332146518060783880e-01,-2.063520758420700041e+00,-5.844882525447270272e-01
-2.965024671547159540e-01,1.492157178409390328e+00,2.577786114524832861e+00
1.882448764939955499e+00,-1.409841648746517739e+00,-8.146046924711287662e-01
-6.141634034566689770e-01,5.409511709350307562e-01,2.387874839081521594e-01
-3.838906803449566030e-01,-7.447829341164998729e-01,-2.644579841872614967e+00
8.400703786268403084e-01,2.679827432433318779e-01,8.791157936572783216e-01
6.527391441053116417e-01,8.926709670251775641e-01,1.858869755939859036e+00
1.007549879849935826e+00,-2.581698628284624375e-01,3.290404893398410184e-03
-9.143894443723567939e-03,2.054938591081320265e+00,4.314614261958790165e-01
6.119791022227487609e-01,-5.029831721089512708e-01,1.850552254263228669e+00
1.113954843198093236e+00,9.285532349188218015e-01,9.633022564783265684e-01
-4.158786172431904737e-01,8.312534222561206443e-01,-9.823973870445682488e-01
1.104006173540274638e+00,7.894189923089194316e-01,-6.803621484882618198e-01
-7.571759384074238097e-01,-1.308787192971368807e+00,-6.381689146251973144e-01
-1.306055658643731743e+00,-2.378365516799215984e-01,-8.784710716232736472e-01
-9.094330045209907121e-02,1.057320233537419663e+00,-5.775486870520225580e-01
-1.294788191252339127e+00,-4.790303383051974229e-01,1.167794797080331293e+00
3.933546762964867938e-01,4.970773319360163311e-01,2.130647556130457865e+00
-5.852014582879828675e-01,2.920094468806154087e+00,-4.803610695629727950e-02
6.673274937163171591e-03,4.416192644132571066e-01,-1.817500160057533787e+00
6.538425205324411849e-01,2.095601323018991380e+00,4.347356804403787467e-01
-4.099359893890268114e-01,1.138653402285597638e+00,1.793601098696401552e-01
-5.239205975098243373e-01,2.652234698296567772e-01,1.192181883984538490e-02
1.269268805929810062e+00,3.604890689688143857e-01,1.332740548881926390e+00
1.190149151097162683e+00,3.817181890138561795e-01,6.602852959525362664e-01
8.631930397899753027e-01,-7.737969009529452880e-01,-4.933927186842954060e-01
-1.675562418443974078e-01,-1.491839888894171740e+00,1.885859978017203620e+00
-9.082614020009691647e-01,3.483047720922290424e-01,-1.652135038744205531e+00
1.914134686552416698e+00,2.515304214882825851e-01,1.009946243441176561e+00
-1.112491741126270944e-01,-1.152156246777584769e+00,-2.139660448997811604e-01
5.412729646783700499e-01,-1.201676608838665894e+00,8.801085222166695754e-01
-2.868218271379443518e-01,-1.964257922182786276e+00,-1.860894501446548999e+00
5.174630984443915338e-01,3.438943993859052556e-02,2.356680503829603257e+00
-2.423485392438139430e-01,7.823797209601588420e-01,-1.328463549364304441e+00
1.007472911396886994e+00,-2.649150138402231125e+00,5.594992959672030475e-01
1.530573486742769773e-01,-4.648167678437545303e-02,-4.847219617988232643e-01
-1.097303160598043226e+00,1.180055398548867540e+00,1.881472203200046600e+00
9.299136546907502687e-01,3.179459182938573214e-01,3.984053524114940514e-01
-4.042342647373765030e-01,-5.313653888813373305e-01,9.524438181813359439e-01
9.188165761722935088e-01,-1.170255466878005635e+00,-5.175136192014510028e-01
-4.699693864326899284e-01,7.829067790898038837e-01,-1.914266061916212180e+00
-2.425943953674372378e-01,4.310834381041362962e-01,-1.440380634929721237e+00
2.093430095602918595e+00,-4.965070336222565661e-01,2.962174720539996753e-01
-9.807071016978923250e-01,7.623318939500906000e-01,9.796542345354607439e-01
-6.072423526807799732e-01,-3.709209079014733068e-01,-9.896558465631632995e-01
1.692210299248188443e+00,9.402006525828769667e-02,-2.288663601310391704e-01
6.794313748536024988e-01,6.020700720193359334e-01,7.652252858255909063e-01
1.650293517114640937e-02,7.069956897338534052e-01,1.741645191407797597e-02
-5.637185412310766891e-02,-3.102012705060396835e-01,-4.070484887799457607e-01
-5.317383797547644564e-01,-9.102326014341757254e-01,-1.518294652926828747e-01
-8.753221933235538765e-01,-4.814007440954551909e-01,-5.449061960329116827e-01
-1.033042874166905545e+00,-1.236505929945880822e-01,-2.635961845007643300e-01
5.296696516214717265e-01,-8.940257474697261841e-01,-1.378793610870982178e+00
-3.842475405028505375e-01,-6.459885564671424829e-01,1.678401546692723234e-01
1.244659544378721616e+00,-1.468606839009898968e+00,9.668009570532313246e-01
-1.105470174227635605e+00,-6.051136285462139774e-01,1.533709838052820240e-01
3.022988964286279501e-01,-1.852670262071601237e-01,-1.102951675492141348e+00
7.121234858259808953e-02,2.041321479113453741e+00,6.153156476284983301e-01
3.453781651784272877e-01,-8.180578854242122333e-02,6.995597827161919025e-01
-1.831960645309435920e+00,-9.913622016750030241e-02,-1.068015091730831478e-01
-2.611566494709777753e-01,1.125118984575250058e+00,6.284793309773671621e-02
1.064168106510400724e+00,-1.420653571537393800e+00,1.444859217687298081e+00
2.255875895126297603e+00,7.893031043626669296e-01,1.852861150773307930e+00
-1.391129973577633683e+00,-1.284376037876355348e+00,-1.062543759232580098e-01
3.488994210796407536e-02,2.295285552981422228e+00,-4.301049855721231774e-01
-8.159178035827584496e-01,1.468127242839263769e+00,-1.547292588344210351e+00
-2.908149370335666450e-01,1.266117431379959912e+00,-1.348233659896660996e-01
